year,n_s,n_h,AA_Index,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1990,578,37,1,0,8.031656480175522e-4,0.00451395885105335,0.02568478966574876,0.04613346565473963,0.09101718914695629,0.07227490599426112,0.08659418634942512,0.12049420390462072,0.06683234580451015,0.09366618616178403,0.06528401294341125,0.10220650911692707,0.043050275403909016,0.015608562494684095,0.01880875732887269,0.00870225754180492,0.008630295409692946,0.007734886138465572,0.009065164376168536,0.002489625950711387,0.004251642103254908,0.0038456942485503836,0.10230791976243074
1998,513,49,1,0,0,0,0,0,0.007287845438982636,0.010298402113086136,0.04933328525867496,0.14864040555076738,0.163598168036374,0.19815684929365365,0.1152433085051102,0.11076119501095417,0.05561020635037154,0.029362958271601573,0.036019869448139896,0.012837854284090306,0.013721893746493461,0.0016507703595011007,0.003614923679359547,0.0038687284835487333,0.010821876667677172,0.0018030636519264548,0.02736839584968712
1999,423,213,1,0,0,0,0.002428792227864871,0.020942812982998455,0.029686465003311988,0.031744586969720164,0.043388977817572304,0.05137795295792687,0.1864895509458985,0.18965733440059465,0.12266355803673808,0.08212030661639783,0.11310114947713758,0.05461461542839689,0.022287721185141798,0.017328145817325585,0.002610626940111439,0.0030773901523515126,0,0.008793007156494746,0.007286376683594612,0,0.010400629200422154
2000,825,337,1,0,0,0.004578904333605888,0.01180158081221041,0.034074901443752845,0.022233797444064615,0.05468286836229828,0.06421261540981123,0.05648068402054864,0.05335561613660968,0.132714778330959,0.12809572052004617,0.11212948262621951,0.10630054705608233,0.062280482964604623,0.053176820341869456,0.032282113050933495,0.025693681258051222,0.008611280144244917,0.009594425915712327,0.010164294092296015,0.004178669557290038,0.0012997410738620878,0.012056995104927212
2001,710,268,1,0,0.0019079923680305278,0.002755988976044096,0.002967988128047488,0.025146127986916626,0.044633224641704605,0.028686539710495618,0.06265932601825011,0.06336292573404247,0.06001153494468676,0.062369394160956756,0.12590310464885934,0.13944280094587433,0.08461242707420817,0.08572044735083932,0.062032811129600324,0.06609783311971175,0.039096854566600156,0.01670677955219861,0.010172112074281932,0.0033919864320542713,0.005155514494998876,0,0.007166285941597806
2002,624,288,1,0,0,0.002065283094902277,0.02349049633957956,0.016200614707566147,0.037801013212054924,0.11551155680462553,0.08502454018321438,0.10694810573714462,0.10363281325546918,0.054351529601882206,0.0673002066563907,0.09799763074336296,0.07848402525606943,0.05813470289687399,0.05893117937242737,0.03290887748720539,0.03284947324938084,0.009154849684250005,0.001834263202873679,0.0041519364509491445,0.0022919605077574047,0.001834263202873679,0.009100678353146617
2004,964,310,1,0,0,0.0017807122849139657,0.006800599027489784,0.051078574397902136,0.039911052831072324,0.04933186127342547,0.16725043442663562,0.18128764325096905,0.0673410166127835,0.07294896170294485,0.06755246879667648,0.03565538881988455,0.036405454996525255,0.050701744052017064,0.04925604410559344,0.04120514911588071,0.027654895023697546,0.02072378511589987,0.008351037330176154,0.007523963278743794,0.007576392247887965,0.0058823730506410606,0.003780448258239375
2005,727,242,1,0,0.0015350877192982456,0.0017543859649122807,0.010761093911248711,0.020171149239160448,0.0852437139309826,0.08333924659271426,0.10315372989188855,0.14396982402702146,0.11589202453122302,0.07700926269787799,0.04839391759521682,0.045210089696797365,0.02043154707158194,0.030483957412089834,0.051087669931689124,0.04149342514323507,0.03167906914877662,0.025444467106833277,0.025139473442681803,0.01168930325405313,0.007755962154340271,0.005957252249628033,0.012404347286749138
2006,808,279,1,0,0,0.0015417228753131624,0.0013597139247553585,0.0485357451054117,0.09069367605686912,0.11841113899288218,0.10711520958432384,0.0825831313412352,0.1063233339297924,0.09229126523744545,0.05871491188527532,0.03392649302681117,0.03457427840274727,0.03316196858735022,0.021528162330066394,0.040877347393625973,0.02892308534186146,0.0270021642059187,0.031216402194807924,0.009439190761456301,0.013886558846410907,0.006580422611346046,0.011314077364293879
